 Fe I levels                                                            
  n    E(n)(cm-1)   g    label
  107   20       6286.760   0.000E+00   2.700E-01
  107   21       6371.500   0.000E+00   8.100E-01
  107   22       6451.480   0.000E+00   9.900E-01
  107   23       6516.850   0.000E+00   6.300E-01
  107   24       6562.670   0.000E+00   8.100E-01
  107   25       6302.330   0.000E+00   4.500E-01
  107   26       6395.370   4.810E+05   6.913E-01
  107   27       6464.510   5.600E+04   6.512E-02
  107   28       6841.720   7.100E+03   9.743E-03
  107   29       6952.740   0.000E+00   6.300E-01
  107   30       7033.180   0.000E+00   4.500E-01
  107   31       7384.660   0.000E+00   9.900E-01
  107   32       7542.510   0.000E+00   8.100E-01
  107   33       7687.640   0.000E+00   6.300E-01
  107   34       7932.150   0.000E+00   1.170E+00
  107   35       8057.060   0.000E+00   4.500E-01
  107   36       8156.170   0.000E+00   9.900E-01
  107   37       8232.890   0.000E+00   2.700E-01
  107   38       8288.550   0.000E+00   8.100E-01
  107   39       8324.660   0.000E+00   9.000E-02
  107   40       8342.400   0.000E+00   6.300E-01
  107   41       8052.180   0.000E+00   4.500E-01
  107   42       8123.150   0.000E+00   2.700E-01
  107   43       8192.990   0.000E+00   9.000E-02
  107   44       8661.100   0.000E+00   8.100E-01
  107   45       9028.140   0.000E+00   9.900E-01
  107   46       9301.960   0.000E+00   8.100E-01
  107   47       8715.590   3.330E+04   1.397E-01
  107   48       8977.870   5.590E+04   4.229E-01
  107   49       9158.730   0.000E+00   6.300E-01
  107   50       9156.210   0.000E+00   4.500E-01
  107   51       9537.170   0.000E+00   8.100E-01
  107   52       9836.970   0.000E+00   2.700E-01
  107   53       9360.960   0.000E+00   9.000E-02
  107   54      10686.790   0.000E+00   8.100E-01
  107   55      10968.330   0.000E+00   1.170E+00
  107   56      11213.730   0.000E+00   6.300E-01
  107   57      11392.170   0.000E+00   6.300E-01
  107   58      11485.200   0.000E+00   4.500E-01
  107   59      10927.290   0.000E+00   9.900E-01
  107   60      11228.060   0.000E+00   2.700E-01
  107   61      11587.870   0.000E+00   2.700E-01
  107   62      11071.350   0.000E+00   9.000E-02
  107   63      11582.630   0.000E+00   4.500E-01
  107   64      11298.340   0.000E+00   8.100E-01
  107   65      11929.210   0.000E+00   9.900E-01
  107   66      12360.160   0.000E+00   8.100E-01
  107   67      12718.360   0.000E+00   6.300E-01
  107   68      12990.810   0.000E+00   2.700E-01
  107   69      13173.520   0.000E+00   4.500E-01
  107   70      12962.850   0.000E+00   2.700E-01
  107   71      15031.400   0.000E+00   4.500E-01
  107   72      15534.290   0.000E+00   9.900E-01
  107   73      16126.410   0.000E+00   6.300E-01
  107   74      17276.180   0.000E+00   1.170E+00
  107   75      18100.850   0.000E+00   2.700E-01
  107   76      16822.810   0.000E+00   4.500E-01
  107   77      16842.670   0.000E+00   6.300E-01
  107   78      16947.520   0.000E+00   4.500E-01
  107   79      16990.940   0.000E+00   2.700E-01
  107   80      18320.420   0.000E+00   8.100E-01
  107   81      21917.570   0.000E+00   9.000E-02
  107   82      25315.960   0.000E+00   8.100E-01
  107   83      28966.590   0.000E+00   6.300E-01
  107   84      32017.050   0.000E+00   4.500E-01
  107   85      25414.830   0.000E+00   6.300E-01
  107   86      28003.570   0.000E+00   2.700E-01
  107   87      30120.480   0.000E+00   4.500E-01
  107   88      41952.120   0.000E+00   8.100E-01
  107   89      54213.180   0.000E+00   8.100E-01
  107   90      67023.230   0.000E+00   6.300E-01
  107   91      46266.520   0.000E+00   6.300E-01
  107   92      57136.000   0.000E+00   9.900E-01
  107   93      68693.110   0.000E+00   4.500E-01
  107   94      80630.860   0.000E+00   4.500E-01
  107   95      88049.100   0.000E+00   4.500E-01
  107   96      64023.360   0.000E+00   2.700E-01
  107   97      82114.620   0.000E+00   8.100E-01
  107   98     107692.470   0.000E+00   9.000E-02
  107   99     140823.250   0.000E+00   6.300E-01
  107  100     176934.780   0.000E+00   2.700E-01
  107  101      76313.740   0.000E+00   4.500E-01
  107  102     111799.300   0.000E+00   9.000E-02
  107  103     142509.010   0.000E+00   4.500E-01
  107  104     161152.560   0.000E+00   2.700E-01
  107  105     241914.020   0.000E+00   9.900E-01
  107  106     210570.650   0.000E+00   1.170E+00
  108    1       2808.070   1.670E+05   1.256E-02
  108    2       2841.250   4.120E+05   6.384E-02
  108    3       2864.700   5.690E+05   1.066E-01
  108    4       2879.890   0.000E+00   3.300E-01
  108    5       2887.370   0.000E+00   1.100E-01
  108    6       3486.340   0.000E+00   1.210E+00
  108    7       3541.720   2.450E+05   4.153E-02
  108    8       3586.340   1.170E+07   2.980E+00
  108    9       3619.800   7.220E+07   1.440E+01
  108   10       3642.070   0.000E+00   3.300E-01
  108   11       4230.940   1.990E+04   1.249E-02
  108   12       4338.260   1.020E+06   5.703E-01
  108   13       4416.360   1.190E+07   6.243E+00
  108   14       5536.660   0.000E+00   7.700E-01
  108   15       5591.390   0.000E+00   5.500E-01
  108   16       5654.750   0.000E+00   3.300E-01
  108   17       5802.670   0.000E+00   5.500E-01
  108   18       6226.980   0.000E+00   1.210E+00
  108   19       6421.040   0.000E+00   1.430E+00
  108   20       6149.780   0.000E+00   3.300E-01
  108   21       6230.840   0.000E+00   9.900E-01
  108   22       6307.310   0.000E+00   1.210E+00
  108   23       6369.780   0.000E+00   7.700E-01
  108   24       6413.540   0.000E+00   9.900E-01
  108   25       6164.680   0.000E+00   5.500E-01
  108   26       6253.670   0.000E+00   3.300E-01
  108   27       6319.770   3.750E+05   3.725E-01
  108   28       6679.800   6.340E+05   9.900E-01
  108   29       6785.580   0.000E+00   7.700E-01
  108   30       6862.180   0.000E+00   5.500E-01
  108   31       7196.380   0.000E+00   1.210E+00
  108   32       7346.200   0.000E+00   9.900E-01
  108   33       7483.800   0.000E+00   7.700E-01
  108   34       7715.320   0.000E+00   1.430E+00
  108   35       7833.450   0.000E+00   5.500E-01
  108   36       7927.090   0.000E+00   1.210E+00
  108   37       7999.550   0.000E+00   3.300E-01
  108   38       8052.090   0.000E+00   9.900E-01
  108   39       8086.160   0.000E+00   1.100E-01
  108   40       8102.900   0.000E+00   7.700E-01
  108   41       7828.840   0.000E+00   5.500E-01
  108   42       7895.910   0.000E+00   3.300E-01
  108   43       7961.870   0.000E+00   1.100E-01
  108   44       8403.230   0.000E+00   9.900E-01
  108   45       8748.310   0.000E+00   1.210E+00
  108   46       9005.180   0.000E+00   9.900E-01
  108   47       8454.520   0.000E+00   7.700E-01
  108   48       8701.100   0.000E+00   5.500E-01
  108   49       8870.880   7.130E+04   2.614E-01
  108   50       8868.510   0.000E+00   5.500E-01
  108   51       9225.440   0.000E+00   9.900E-01
  108   52       9505.680   0.000E+00   3.300E-01
  108   53       9060.470   0.000E+00   1.100E-01
  108   54      10296.910   0.000E+00   9.900E-01
  108   55      10558.040   0.000E+00   1.430E+00
  108   56      10785.230   0.000E+00   7.700E-01
  108   57      10950.200   0.000E+00   7.700E-01
  108   58      11036.120   0.000E+00   5.500E-01
  108   59      10520.000   0.000E+00   1.210E+00
  108   60      10798.480   0.000E+00   3.300E-01
  108   61      11130.890   0.000E+00   3.300E-01
  108   62      10653.460   0.000E+00   1.100E-01
  108   63      11126.040   0.000E+00   5.500E-01
  108   64      10863.470   0.000E+00   9.900E-01
  108   65      11445.460   0.000E+00   1.210E+00
  108   66      11841.590   0.000E+00   9.900E-01
  108   67      12169.970   0.000E+00   7.700E-01
  108   68      12419.190   0.000E+00   3.300E-01
  108   69      12586.080   0.000E+00   5.500E-01
  108   70      12393.650   0.000E+00   3.300E-01
  108   71      14271.360   0.000E+00   5.500E-01
  108   72      14723.920   0.000E+00   1.210E+00
  108   73      15254.810   0.000E+00   7.700E-01
  108   74      16279.710   0.000E+00   1.430E+00
  108   75      17009.980   0.000E+00   3.300E-01
  108   76      15876.520   0.000E+00   5.500E-01
  108   77      15894.210   0.000E+00   7.700E-01
  108   78      15987.540   0.000E+00   5.500E-01
  108   79      16026.180   0.000E+00   3.300E-01
  108   80      17203.740   0.000E+00   9.900E-01
  108   81      20338.220   0.000E+00   1.100E-01
  108   82      23232.160   0.000E+00   9.900E-01
  108   83      26270.490   0.000E+00   7.700E-01
  108   84      28755.170   0.000E+00   5.500E-01
  108   85      23315.400   0.000E+00   7.700E-01
  108   86      25475.940   0.000E+00   3.300E-01
  108   87      27216.070   0.000E+00   5.500E-01
  108   88      36523.410   0.000E+00   9.900E-01
  108   89      45477.900   0.000E+00   9.900E-01
  108   90      54161.790   0.000E+00   7.700E-01
  108   91      39750.530   0.000E+00   7.700E-01
  108   92      47517.000   0.000E+00   1.210E+00
  108   93      55247.090   0.000E+00   5.500E-01
  108   94      62714.800   0.000E+00   5.500E-01
  108   95      67112.740   0.000E+00   5.500E-01
  108   96      52185.800   0.000E+00   3.300E-01
  108   97      63608.780   0.000E+00   9.900E-01
  108   98      77950.220   0.000E+00   1.100E-01
  108   99      93948.760   0.000E+00   7.700E-01
  108  100     108757.120   0.000E+00   3.300E-01
  108  101      60071.610   0.000E+00   5.500E-01
  108  102      80079.440   0.000E+00   1.100E-01
  108  103      94696.070   0.000E+00   5.500E-01
  108  104     102581.990   0.000E+00   3.300E-01
  108  105     130264.310   0.000E+00   1.210E+00
  108  106     120598.170   0.000E+00   1.430E+00
  108  107     282246.680   0.000E+00   9.900E-01
  109    1       2788.900   0.000E+00   6.300E-01
  109    2       2821.630   6.100E+04   7.583E-03
  109    3       2844.750   2.730E+05   3.500E-01
  109    4       2859.730   2.120E+05   3.064E-02
  109    5       2867.110   0.000E+00   7.000E-02
  109    6       3456.840   0.000E+00   7.700E-01
  109    7       3511.280   0.000E+00   6.300E-01
  109    8       3555.130   6.570E+05   2.042E-01
  109    9       3588.010   1.660E+07   2.485E+00
  109   10       3609.890   8.130E+07   1.280E+01
  109   11       4187.580   0.000E+00   6.300E-01
  109   12       4292.680   3.350E+03   7.984E-02
  109   13       4369.130   9.090E+04   5.491E-02
  109   14       5462.630   0.000E+00   4.900E-01
  109   15       5515.900   0.000E+00   3.500E-01
  109   16       5577.550   0.000E+00   2.100E-01
  109   17       5721.410   0.000E+00   3.500E-01
  109   18       6133.490   0.000E+00   7.700E-01
  109   19       6321.690   0.000E+00   9.100E-01
  109   20       6058.580   0.000E+00   2.100E-01
  109   21       6137.240   0.000E+00   6.300E-01
  109   22       6211.420   0.000E+00   7.700E-01
  109   23       6271.990   1.390E+05   4.900E-01
  109   24       6314.420   0.000E+00   6.300E-01
  109   25       6073.040   0.000E+00   3.500E-01
  109   26       6159.390   0.000E+00   2.100E-01
  109   27       6223.500   0.000E+00   7.000E-02
  109   28       6572.340   0.000E+00   6.300E-01
  109   29       6674.720   0.000E+00   4.900E-01
  109   30       6748.820   0.000E+00   3.500E-01
  109   31       7071.810   0.000E+00   7.700E-01
  109   32       7216.440   0.000E+00   6.300E-01
  109   33       7349.180   0.000E+00   4.900E-01
  109   34       7572.320   0.000E+00   9.100E-01
  109   35       7686.080   0.000E+00   3.500E-01
  109   36       7776.210   0.000E+00   7.700E-01
  109   37       7845.920   0.000E+00   2.100E-01
  109   38       7896.450   0.000E+00   6.300E-01
  109   39       7929.230   0.000E+00   7.000E-02
  109   40       7945.320   0.000E+00   4.900E-01
  109   41       7681.640   0.000E+00   3.500E-01
  109   42       7746.200   0.000E+00   2.100E-01
  109   43       7809.680   0.000E+00   7.000E-02
  109   44       8233.870   0.000E+00   6.300E-01
  109   45       8564.910   0.000E+00   7.700E-01
  109   46       8810.970   0.000E+00   6.300E-01
  109   47       8283.110   0.000E+00   4.900E-01
  109   48       8519.650   0.000E+00   3.500E-01
  109   49       8682.350   0.000E+00   4.900E-01
  109   50       8680.090   0.000E+00   3.500E-01
  109   51       9021.720   0.000E+00   6.300E-01
  109   52       9289.540   0.000E+00   2.100E-01
  109   53       8863.890   0.000E+00   7.000E-02
  109   54      10043.770   0.000E+00   6.300E-01
  109   55      10292.060   0.000E+00   9.100E-01
  109   56      10507.830   0.000E+00   4.900E-01
  109   57      10664.360   0.000E+00   4.900E-01
  109   58      10745.840   0.000E+00   3.500E-01
  109   59      10255.920   0.000E+00   7.700E-01
  109   60      10520.410   0.000E+00   2.100E-01
  109   61      10835.670   0.000E+00   2.100E-01
  109   62      10382.720   0.000E+00   7.000E-02
  109   63      10831.080   0.000E+00   3.500E-01
  109   64      10582.090   0.000E+00   6.300E-01
  109   65      11133.550   0.000E+00   7.700E-01
  109   66      11508.030   0.000E+00   6.300E-01
  109   67      11817.930   0.000E+00   4.900E-01
  109   68      12052.810   0.000E+00   2.100E-01
  109   69      12209.930   0.000E+00   3.500E-01
  109   70      12028.740   0.000E+00   2.100E-01
  109   71      13789.660   0.000E+00   3.500E-01
  109   72      14211.730   0.000E+00   7.700E-01
  109   73      14705.710   0.000E+00   4.900E-01
  109   74      15655.850   0.000E+00   9.100E-01
  109   75      16330.070   0.000E+00   2.100E-01
  109   76      15282.620   0.000E+00   3.500E-01
  109   77      15299.010   0.000E+00   4.900E-01
  109   78      15385.470   0.000E+00   3.500E-01
  109   79      15421.250   0.000E+00   2.100E-01
  109   80      16508.570   0.000E+00   6.300E-01
  109   81      19373.760   0.000E+00   7.000E-02
  109   82      21982.140   0.000E+00   6.300E-01
  109   83      24683.290   0.000E+00   4.900E-01
  109   84      26864.350   0.000E+00   3.500E-01
  109   85      22056.650   0.000E+00   4.900E-01
  109   86      23980.570   0.000E+00   2.100E-01
  109   87      25516.260   0.000E+00   3.500E-01
  109   88      33526.220   0.000E+00   6.300E-01
  109   89      40922.560   0.000E+00   6.300E-01
  109   90      47821.950   0.000E+00   4.900E-01
  109   91      36225.850   0.000E+00   4.900E-01
  109   92      42566.230   0.000E+00   7.700E-01
  109   93      48666.060   0.000E+00   3.500E-01
  109   94      54368.810   0.000E+00   3.500E-01
  109   95      57643.530   0.000E+00   3.500E-01
  109   96      46274.870   0.000E+00   2.100E-01
  109   97      55039.410   0.000E+00   6.300E-01
  109   98      65460.450   0.000E+00   7.000E-02
  109   99      76383.690   0.000E+00   4.900E-01
  109  100      85892.210   0.000E+00   2.100E-01
  109  101      52371.100   0.000E+00   3.500E-01
  109  102      66955.470   0.000E+00   7.000E-02
  109  103      76876.950   0.000E+00   3.500E-01
  109  104      81994.100   0.000E+00   2.100E-01
  109  105      98771.290   0.000E+00   7.700E-01
  109  106      93112.470   0.000E+00   9.100E-01
  109  107     166925.400   0.000E+00   6.300E-01
  109  108     408546.800   0.000E+00   7.700E-01
  110    1       2826.520   8.790E+04   3.425E-02
  110    2       2860.140   0.000E+00   6.300E-01
  110    3       2883.900   0.000E+00   4.500E-01
  110    4       2899.300   0.000E+00   2.700E-01
  110    5       2906.880   0.000E+00   9.000E-02
  110    6       3514.820   3.400E+06   6.363E-01
  110    7       3571.110   6.760E+07   1.325E+01
  110    8       3616.480   0.000E+00   6.300E-01
  110    9       3650.510   0.000E+00   4.500E-01
  110   10       3673.160   0.000E+00   2.700E-01
  110   11       4272.960   2.280E+07   7.476E+00
  110   12       4382.450   0.000E+00   6.300E-01
  110   13       4462.160   0.000E+00   4.500E-01
  110   14       5608.830   0.000E+00   6.300E-01
  110   15       5665.010   0.000E+00   4.500E-01
  110   16       5730.060   0.000E+00   2.700E-01
  110   17       5882.000   0.000E+00   4.500E-01
  110   18       6318.420   0.000E+00   9.900E-01
  110   19       6518.320   0.000E+00   1.170E+00
  110   20       6238.950   0.000E+00   2.700E-01
  110   21       6322.400   0.000E+00   8.100E-01
  110   22       6401.150   0.000E+00   9.900E-01
  110   23       6465.490   0.000E+00   6.300E-01
  110   24       6510.590   0.000E+00   8.100E-01
  110   25       6254.280   3.190E+05   3.532E-01
  110   26       6345.900   1.800E+04   2.130E-02
  110   27       6413.970   0.000E+00   9.000E-02
  110   28       6785.140   0.000E+00   8.100E-01
  110   29       6894.310   0.000E+00   6.300E-01
  110   30       6973.390   0.000E+00   4.500E-01
  110   31       7318.790   0.000E+00   9.900E-01
  110   32       7473.800   0.000E+00   8.100E-01
  110   33       7616.270   0.000E+00   6.300E-01
  110   34       7856.190   0.000E+00   1.170E+00
  110   35       7978.710   0.000E+00   4.500E-01
  110   36       8075.880   0.000E+00   9.900E-01
  110   37       8151.090   0.000E+00   2.700E-01
  110   38       8205.650   0.000E+00   8.100E-01
  110   39       8241.040   0.000E+00   9.000E-02
  110   40       8258.420   0.000E+00   6.300E-01
  110   41       7973.920   0.000E+00   4.500E-01
  110   42       8043.510   0.000E+00   2.700E-01
  110   43       8111.980   0.000E+00   9.000E-02
  110   44       8570.620   0.000E+00   8.100E-01
  110   45       8929.880   0.000E+00   9.900E-01
  110   46       9197.680   0.000E+00   8.100E-01
  110   47       8623.970   3.890E+04   1.692E-01
  110   48       8880.690   0.000E+00   4.500E-01
  110   49       9057.610   0.000E+00   6.300E-01
  110   50       9055.150   0.000E+00   4.500E-01
  110   51       9427.580   0.000E+00   8.100E-01
  110   52       9720.420   0.000E+00   2.700E-01
  110   53       9255.360   0.000E+00   9.000E-02
  110   54      10549.370   0.000E+00   8.100E-01
  110   55      10823.630   0.000E+00   1.170E+00
  110   56      11062.520   0.000E+00   6.300E-01
  110   57      11236.150   0.000E+00   6.300E-01
  110   58      11326.640   0.000E+00   4.500E-01
  110   59      10783.660   0.000E+00   9.900E-01
  110   60      11076.470   0.000E+00   2.700E-01
  110   61      11426.480   0.000E+00   2.700E-01
  110   62      10923.940   0.000E+00   9.000E-02
  110   63      11421.380   0.000E+00   4.500E-01
  110   64      11144.860   0.000E+00   8.100E-01
  110   65      11758.230   0.000E+00   9.900E-01
  110   66      12176.700   0.000E+00   8.100E-01
  110   67      12524.210   0.000E+00   6.300E-01
  110   68      12788.310   0.000E+00   2.700E-01
  110   69      12965.330   0.000E+00   4.500E-01
  110   70      12761.220   0.000E+00   2.700E-01
  110   71      14760.950   0.000E+00   4.500E-01
  110   72      15245.620   0.000E+00   9.900E-01
  110   73      15815.530   0.000E+00   6.300E-01
  110   74      16919.880   0.000E+00   1.170E+00
  110   75      17710.110   0.000E+00   2.700E-01
  110   76      16484.780   0.000E+00   4.500E-01
  110   77      16503.860   0.000E+00   6.300E-01
  110   78      16604.510   0.000E+00   4.500E-01
  110   79      16646.190   0.000E+00   2.700E-01
  110   80      17920.250   0.000E+00   8.100E-01
  110   81      21347.270   0.000E+00   9.000E-02
  110   82      24558.150   0.000E+00   8.100E-01
  110   83      27978.740   0.000E+00   6.300E-01
  110   84      30814.490   0.000E+00   4.500E-01
  110   85      24651.180   0.000E+00   6.300E-01
  110   86      27079.260   0.000E+00   2.700E-01
  110   87      29053.800   0.000E+00   4.500E-01
  110   88      39911.240   0.000E+00   8.100E-01
  110   89      50852.800   0.000E+00   8.100E-01
  110   90      61961.320   0.000E+00   6.300E-01
  110   91      43796.640   0.000E+00   6.300E-01
  110   92      53415.950   0.000E+00   9.900E-01
  110   93      63385.820   0.000E+00   4.500E-01
  110   94      73415.510   0.000E+00   4.500E-01
  110   95      79515.270   0.000E+00   4.500E-01
  110   96      59388.770   0.000E+00   2.700E-01
  110   97      74643.580   0.000E+00   8.100E-01
  110   98      95196.390   0.000E+00   9.000E-02
  110   99     120192.310   0.000E+00   6.300E-01
  110  100     145545.580   0.000E+00   2.700E-01
  110  101      69819.240   0.000E+00   4.500E-01
  110  102      98391.300   0.000E+00   9.000E-02
  110  103     121418.160   0.000E+00   4.500E-01
  110  104     134694.650   0.000E+00   2.700E-01
  110  105     186825.090   0.000E+00   9.900E-01
  110  106     167563.130   0.000E+00   1.170E+00
  110  107     820411.850   0.000E+00   8.100E-01
  110  108          0.000   0.000E+00   9.900E-01
  110  109          0.000   0.000E+00   6.300E-01
  111    1       2795.830   9.290E+04   1.017E-02
  111    2       2828.720   1.480E+05   1.054E-02
  111    3       2851.960   0.000E+00   2.500E-01
  111    4       2867.020   0.000E+00   1.500E-01
  111    5       2874.430   0.000E+00   5.000E-02
  111    6       3467.490   1.240E+05   3.175E-02
  111    7       3522.270   6.140E+06   9.514E-01
  111    8       3566.390   4.290E+07   4.472E+00
  111    9       3599.480   0.000E+00   2.500E-01
  111   10       3621.500   0.000E+00   1.500E-01
  111   11       4203.210   8.220E+06   1.720E+00
  111   12       4309.110   3.380E+07   7.125E+00
  111   13       4386.150   0.000E+00   2.500E-01
  111   14       5489.260   2.490E+05   3.500E-01
  111   15       5543.060   0.000E+00   2.500E-01
  111   16       5605.320   0.000E+00   1.500E-01
  111   17       5750.640   0.000E+00   2.500E-01
  111   18       6167.090   0.000E+00   5.500E-01
  111   19       6357.390   0.000E+00   6.500E-01
  111   20       6091.360   0.000E+00   1.500E-01
  111   21       6170.880   0.000E+00   4.500E-01
  111   22       6245.880   0.000E+00   5.500E-01
  111   23       6307.130   0.000E+00   3.500E-01
  111   24       6350.040   0.000E+00   4.500E-01
  111   25       6105.980   0.000E+00   2.500E-01
  111   26       6193.270   7.410E+05   3.658E-01
  111   27       6258.090   7.400E+04   3.347E-02
  111   28       6610.940   3.450E+04   2.283E-02
  111   29       6714.530   0.000E+00   3.500E-01
  111   30       6789.530   0.000E+00   2.500E-01
  111   31       7116.520   0.000E+00   5.500E-01
  111   32       7263.000   1.100E+04   1.006E-02
  111   33       7397.470   0.000E+00   3.500E-01
  111   34       7623.600   0.000E+00   6.500E-01
  111   35       7738.910   0.000E+00   2.500E-01
  111   36       7830.300   0.000E+00   5.500E-01
  111   37       7900.990   0.000E+00   1.500E-01
  111   38       7952.230   0.000E+00   4.500E-01
  111   39       7985.470   0.000E+00   5.000E-02
  111   40       8001.790   0.000E+00   3.500E-01
  111   41       7734.410   0.000E+00   2.500E-01
  111   42       7799.870   0.000E+00   1.500E-01
  111   43       7864.230   0.000E+00   5.000E-02
  111   44       8294.540   0.000E+00   4.500E-01
  111   45       8630.570   0.000E+00   5.500E-01
  111   46       8880.470   0.000E+00   4.500E-01
  111   47       8344.500   0.000E+00   3.500E-01
  111   48       8584.620   7.400E+04   1.495E-01
  111   49       8749.840   0.000E+00   3.500E-01
  111   50       8747.540   0.000E+00   2.500E-01
  111   51       9094.600   0.000E+00   4.500E-01
  111   52       9366.830   0.000E+00   1.500E-01
  111   53       8934.240   0.000E+00   5.000E-02
  111   54      10134.190   0.000E+00   4.500E-01
  111   55      10387.020   0.000E+00   6.500E-01
  111   56      10606.840   0.000E+00   3.500E-01
  111   57      10766.350   0.000E+00   3.500E-01
  111   58      10849.410   0.000E+00   2.500E-01
  111   59      10350.210   0.000E+00   5.500E-01
  111   60      10619.660   0.000E+00   1.500E-01
  111   61      10940.980   0.000E+00   1.500E-01
  111   62      10479.370   0.000E+00   5.000E-02
  111   63      10936.300   0.000E+00   2.500E-01
  111   64      10682.510   0.000E+00   4.500E-01
  111   65      11244.760   0.000E+00   5.500E-01
  111   66      11626.890   0.000E+00   4.500E-01
  111   67      11943.310   0.000E+00   3.500E-01
  111   68      12183.250   0.000E+00   1.500E-01
  111   69      12343.810   0.000E+00   2.500E-01
  111   70      12158.660   0.000E+00   1.500E-01
  111   71      13960.670   0.000E+00   2.500E-01
  111   72      14393.440   0.000E+00   5.500E-01
  111   73      14900.360   0.000E+00   3.500E-01
  111   74      15876.650   0.000E+00   6.500E-01
  111   75      16570.440   0.000E+00   1.500E-01
  111   76      15492.950   0.000E+00   2.500E-01
  111   77      15509.790   0.000E+00   3.500E-01
  111   78      15598.650   0.000E+00   2.500E-01
  111   79      15635.430   0.000E+00   1.500E-01
  111   80      16754.260   0.000E+00   4.500E-01
  111   81      19713.020   0.000E+00   5.000E-02
  111   82      22419.930   0.000E+00   4.500E-01
  111   83      25236.640   0.000E+00   3.500E-01
  111   84      27521.100   0.000E+00   2.500E-01
  111   85      22497.440   0.000E+00   3.500E-01
  111   86      24502.520   0.000E+00   1.500E-01
  111   87      26108.020   0.000E+00   2.500E-01
  111   88      34555.320   0.000E+00   4.500E-01
  111   89      42466.270   0.000E+00   4.500E-01
  111   90      49943.560   0.000E+00   3.500E-01
  111   91      37430.330   0.000E+00   3.500E-01
  111   92      44238.980   0.000E+00   5.500E-01
  111   93      50864.960   0.000E+00   2.500E-01
  111   94      57127.840   0.000E+00   2.500E-01
  111   95      60754.450   0.000E+00   2.500E-01
  111   96      48258.590   0.000E+00   1.500E-01
  111   97      57868.700   0.000E+00   4.500E-01
  111   98      69501.880   0.000E+00   5.000E-02
  111   99      81943.700   0.000E+00   3.500E-01
  111  100      92986.930   0.000E+00   1.500E-01
  111  101      54926.340   0.000E+00   2.500E-01
  111  102      71189.580   0.000E+00   5.000E-02
  111  103      82511.650   0.000E+00   2.500E-01
  111  104      88435.310   0.000E+00   1.500E-01
  111  105     108270.810   0.000E+00   5.500E-01
  111  106     101508.420   0.000E+00   6.500E-01
  111  107     195986.200   0.000E+00   4.500E-01
  111  108     641272.280   0.000E+00   5.500E-01
  111  109          0.000   0.000E+00   3.500E-01
  111  110     257499.680   0.000E+00   4.500E-01
  112    1       2771.660   0.000E+00   6.300E-01
  112    2       2803.990   6.000E+04   5.673E-03
  112    3       2826.820   5.740E+04   4.333E-03
  112    4       2841.610   0.000E+00   2.100E-01
  112    5       2848.900   0.000E+00   7.000E-02
  112    6       3430.400   0.000E+00   7.700E-01
  112    7       3484.000   1.450E+05   4.777E-02
  112    8       3527.170   4.140E+06   7.479E-01
  112    9       3559.530   1.770E+07   2.382E+00
  112   10       3581.060   0.000E+00   2.100E-01
  112   11       4148.840   4.360E+05   1.518E-01
  112   12       4251.980   1.020E+07   2.852E+00
  112   13       4326.980   5.160E+07   1.478E+01
  112   14       5396.890   0.000E+00   4.900E-01
  112   15       5448.880   0.000E+00   3.500E-01
  112   16       5509.040   0.000E+00   2.100E-01
  112   17       5649.340   0.000E+00   3.500E-01
  112   18       6050.740   0.000E+00   7.700E-01
  112   19       6233.820   0.000E+00   9.100E-01
  112   20       5977.820   0.000E+00   2.100E-01
  112   21       6054.390   0.000E+00   6.300E-01
  112   22       6126.570   0.000E+00   7.700E-01
  112   23       6185.480   0.000E+00   4.900E-01
  112   24       6226.750   0.000E+00   6.300E-01
  112   25       5991.900   0.000E+00   3.500E-01
  112   26       6075.940   0.000E+00   2.100E-01
  112   27       6138.310   1.010E+06   9.044E-01
  112   28       6477.420   2.600E+04   2.979E-02
  112   29       6576.840   4.300E+04   3.993E-02
  112   30       6648.770   0.000E+00   3.500E-01
  112   31       6962.030   0.000E+00   7.700E-01
  112   32       7102.160   0.000E+00   6.300E-01
  112   33       7230.690   2.210E+04   2.792E-02
  112   34       7446.590   0.000E+00   9.100E-01
  112   35       7556.570   0.000E+00   3.500E-01
  112   36       7643.670   0.000E+00   7.700E-01
  112   37       7711.020   0.000E+00   2.100E-01
  112   38       7759.820   0.000E+00   6.300E-01
  112   39       7791.470   0.000E+00   7.000E-02
  112   40       7807.010   0.000E+00   4.900E-01
  112   41       7552.280   0.000E+00   3.500E-01
  112   42       7614.670   0.000E+00   2.100E-01
  112   43       7676.010   0.000E+00   7.000E-02
  112   44       8085.430   0.000E+00   6.300E-01
  112   45       8404.400   0.000E+00   7.700E-01
  112   46       8641.200   0.000E+00   6.300E-01
  112   47       8132.890   0.000E+00   4.900E-01
  112   48       8360.820   0.000E+00   3.500E-01
  112   49       8517.460   1.110E+05   4.647E-01
  112   50       8515.280   0.000E+00   3.500E-01
  112   51       8843.810   0.000E+00   6.300E-01
  112   52       9101.020   0.000E+00   2.100E-01
  112   53       8692.090   0.000E+00   7.000E-02
  112   54       9823.760   0.000E+00   6.300E-01
  112   55      10061.160   0.000E+00   9.100E-01
  112   56      10267.270   0.000E+00   4.900E-01
  112   57      10416.660   0.000E+00   4.900E-01
  112   58      10494.390   0.000E+00   3.500E-01
  112   59      10026.620   0.000E+00   7.700E-01
  112   60      10279.280   0.000E+00   2.100E-01
  112   61      10580.040   0.000E+00   2.100E-01
